TIME;TIME(s);LAT;LON;H;RHO;THETA;MODE 3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;BAR;IVV;TN;HEADING;STAT_230
00:10:26:195;626;41,00329526;1,95157677;1348,8134441888;19,109375;200,978394;4413;44,25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,511719;249;-1184;-992;1687;19,9786;No alert, no SPI, aircraft airbone;
00:10:26:969;627;41,30154459;1,56278386;7604,34753459226;24,742188;270,296631;5073;249,5;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;68,1372;No alert, no SPI, aircraft airbone;
00:10:30:195;630;41,00799835;1,95386013;1325,95107868966;18,808594;200,98938;4413;43,5;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;20,214844;247;-1120;-992;1687;19,9072;No alert, no SPI, aircraft airbone;
00:10:30:969;631;41,30431311;1,57145388;7558,64072187524;24,351562;270,692139;5073;248;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;68,0768;No alert, no SPI, aircraft airbone;
00:10:34:195;634;41,01271127;1,95610975;1303,08873165771;18,507812;201,005859;4413;42,75;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;20,566406;247;-992;-1056;1687;20,0336;No alert, no SPI, aircraft airbone;
00:10:34:977;635;41,30706718;1,58004868;7505,31360122096;23,964844;271,098633;5073;246,25;39944D;TLJ562N;N/A;1,406;67,324;380;0;378;N/A;N/A;N/A;N/A;1743;67,9834;No alert, no SPI, aircraft airbone;
00:10:38:195;638;41,01747622;1,95843115;1287,84641855024;18,203125;201,016846;4413;42,25;3444CF;VLG7479;1018;0,352;19,863;274;0,031;264;20,742188;248;-1152;-1056;1687;19,8907;No alert, no SPI, aircraft airbone;
00:10:38:977;639;41,30980273;1,58868822;7459,60635249875;23,578125;271,516113;5073;244,75;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,934;No alert, no SPI, aircraft airbone;
00:10:42:195;642;41,02223789;1,96075401;1264,98414840829;17,898438;201,027832;4413;41,5;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;22,148438;250;-1184;-1056;1687;20,4785;No alert, no SPI, aircraft airbone;
00:10:42:984;643;41,31247978;1,59734007;7406,27892431524;23,191406;271,939087;5073;243;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,9285;No alert, no SPI, aircraft airbone;
00:10:46:195;646;41,02697874;1,96314894;1242,12196053006;17,59375;201,027832;4413;40,75;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;24,609375;252;-1088;-1056;1687;22,8406;No alert, no SPI, aircraft airbone;
00:10:46:992;647;41,31517258;1,60584791;7352,95109768584;22,8125;272,37854;5073;241,25;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,879;No alert, no SPI, aircraft airbone;
00:10:50:195;650;41,03171141;1,96581343;1219,2599212043;17,285156;200,98938;4413;40;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;25,488281;252;-1056;-1056;1687;23,9612;No alert, no SPI, aircraft airbone;
00:10:50:992;651;41,31790453;1,61449475;7307,24327585474;22,429688;272,839966;5073;239,75;39944D;TLJ562N;N/A;-1,055;67,676;378;0;374;N/A;N/A;N/A;N/A;1743;67,8516;No alert, no SPI, aircraft airbone;
00:10:54:195;654;41,03635675;1,96853964;1196,39799520373;16,980469;200,934448;4413;39,25;3444CF;VLG7479;1018;-1,582;24,082;276;-0,094;266;25,3125;252;-1120;-1088;1687;23,9612;No alert, no SPI, aircraft airbone;
00:10:55:000;655;41,32053919;1,62297796;7253,91503124125;22,054688;273,301392;5073;238;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,8735;No alert, no SPI, aircraft airbone;
00:10:58:195;658;41,04104776;1,97135069;1173,53610379621;16,671875;200,86853;4413;38,5;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;24,433594;251;-1056;-1088;1687;23,7689;No alert, no SPI, aircraft airbone;
00:10:59:008;659;41,32330859;1,63152344;7208,20668883063;21,679688;273,80127;5073;236,5;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,7802;No alert, no SPI, aircraft airbone;
00:11:02:195;662;41,04570335;1,97405392;1158,29422590323;16,367188;200,813599;4413;38;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;23,730469;251;-1152;-1024;1687;22,5714;No alert, no SPI, aircraft airbone;
00:11:03:016;663;41,32610079;1,64009405;7154,8781907931;21,304688;274,32312;5073;234,75;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,6373;No alert, no SPI, aircraft airbone;
00:11:06:203;666;41,05045725;1,97664793;1135,43228202034;16,058594;200,78064;4413;37,25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;22,851562;253;-1024;-992;1687;21,72;No alert, no SPI, aircraft airbone;
00:11:07:023;667;41,32881866;1,64854026;7109,1693366291;20,9375;274,850464;5073;233,25;39944D;TLJ562N;N/A;-0,527;66,445;374;0;372;N/A;N/A;N/A;N/A;1743;67,5879;No alert, no SPI, aircraft airbone;
00:11:10:203;670;41,05518785;1,97908025;1112,57033114322;15,753906;200,769653;4413;36,5;3444CF;VLG7479;1018;-5,098;20,566;276;-0,25;266;21,621094;252;-992;-992;1687;20,5994;No alert, no SPI, aircraft airbone;
00:11:11:031;671;41,33152426;1,65692232;7055,84021473303;20,574219;275,394287;5073;231,5;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,533;No alert, no SPI, aircraft airbone;
00:11:14:203;674;41,06001749;1,98142021;1097,32832904719;15,445312;200,78064;4413;36;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;20,390625;252;-960;-960;1687;19,2865;No alert, no SPI, aircraft airbone;
00:11:15:039;675;41,33426956;1,66535408;7002,51097476576;20,210938;275,965576;5073;229,75;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,4506;No alert, no SPI, aircraft airbone;
00:11:18:203;678;41,06484284;1,98352200;1074,4662902439;15,140625;200,830078;4413;35,25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,6875;251;-960;-1024;1687;18,4296;No alert, no SPI, aircraft airbone;
00:11:19:047;679;41,33699053;1,67374198;6949,18149461318;19,851562;276,553345;5073;228;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,3846;No alert, no SPI, aircraft airbone;
00:11:22:203;682;41,06967366;1,98560574;1051,6042864807;14,835938;200,88501;4413;34,5;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,6875;251;-960;-992;1687;18,4296;No alert, no SPI, aircraft airbone;
00:11:23:055;683;41,33970756;1,68216132;6888,23186855763;19,492188;277,163086;5073;226;39944D;TLJ562N;N/A;1,758;66,973;372;0;372;N/A;N/A;N/A;N/A;1743;67,3572;No alert, no SPI, aircraft airbone;
00:11:26:203;686;41,07457291;1,98770523;1036,36229514517;14,527344;200,945435;4413;34;3444CF;VLG7479;1018;0,879;18,633;274;0,125;264;19,863281;251;-1056;-992;1687;18,6987;No alert, no SPI, aircraft airbone;
00:11:27:063;687;41,34241876;1,69056164;6834,90203524195;19,136719;277,7948;5073;224,25;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,3022;No alert, no SPI, aircraft airbone;
00:11:30:203;690;41,07938888;1,98984260;1013,50040575676;14,222656;200,994873;4413;33,25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;20,214844;250;-1024;-992;1687;18,891;No alert, no SPI, aircraft airbone;
00:11:31:070;691;41,34520773;1,69894362;6781,57200574689;18,785156;278,464966;5073;222,5;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,2144;No alert, no SPI, aircraft airbone;
00:11:34:211;694;41,08419643;1,99201991;998,258576524444;13,917969;201,038818;4413;32,75;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;20,039062;251;-1120;-992;1687;18,9624;No alert, no SPI, aircraft airbone;
00:11:35:078;695;41,34785595;1,70733923;6720,62179365754;18,433594;279,135132;5073;220,5;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,2638;No alert, no SPI, aircraft airbone;
00:11:38:211;698;41,08899875;1,99420593;975,396795179695;13,613281;201,082764;4413;32;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,511719;251;-896;-960;1687;19,1602;No alert, no SPI, aircraft airbone;
00:11:39:086;699;41,35056567;1,71573836;6667,291408672;18,085938;279,84375;5073;218,75;39944D;TLJ562N;N/A;-1,406;66,797;370;0;368;N/A;N/A;N/A;N/A;1743;67,2418;No alert, no SPI, aircraft airbone;
00:11:42:211;702;41,09380092;1,99640325;960,1550596077;13,308594;201,126709;4413;31,5;3444CF;VLG7479;1018;0,176;18,984;274;0,031;262;19,511719;250;-864;-864;1687;18,9624;No alert, no SPI, aircraft airbone;
00:11:43:094;703;41,35324893;1,72408873;6606,34078457393;17,742188;280,574341;5073;216,75;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,2583;No alert, no SPI, aircraft airbone;
00:11:46:211;706;41,09855199;1,99852699;937,293369169347;13,007812;201,181641;4413;30,75;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,335938;250;-1056;-960;1687;19,0283;No alert, no SPI, aircraft airbone;
00:11:47:102;707;41,35596331;1,73253554;6553,0100840861;17,398438;281,343384;5073;215;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,2089;No alert, no SPI, aircraft airbone;
00:11:50:219;710;41,10335322;2,00071913;914,431716621853;12,703125;201,231079;4413;30;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;19,160156;249;-1056;-1152;1687;19,0997;No alert, no SPI, aircraft airbone;
00:11:51:117;711;41,35864724;1,74086887;6499,67907751724;17,0625;282,134399;5073;213,25;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,1814;No alert, no SPI, aircraft airbone;
00:11:54:219;714;41,10809064;2,00289129;891,57012987975;12,402344;201,280518;4413;29,25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,808594;250;-1312;-1312;1687;18,8965;No alert, no SPI, aircraft airbone;
00:11:55:125;715;41,36136069;1,74919886;6446,34789119661;16,730469;282,963867;5073;211,5;39944D;TLJ562N;N/A;0,703;66,621;368;0;368;N/A;N/A;N/A;N/A;1743;67,1484;No alert, no SPI, aircraft airbone;
00:11:58:219;718;41,11289029;2,00508066;861,088560813107;12,097656;201,335449;4413;28,25;3444CF;VLG7479;1018;0;18,984;270;0;260;18,808594;249;-1344;-1408;1687;18,9679;No alert, no SPI, aircraft airbone;
00:11:59:133;719;41,36411860;1,75753678;6393,0165392207;16,402344;283,83728;5073;209,75;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,088;No alert, no SPI, aircraft airbone;
00:12:02:219;722;41,11757450;2,00719781;838,227064734325;11,800781;201,395874;4413;27,5;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,808594;248;-1312;-1248;1687;18,9679;No alert, no SPI, aircraft airbone;
00:12:03:148;723;41,36682350;1,76592795;6332,06504968647;16,074219;284,738159;5073;207,75;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,0605;No alert, no SPI, aircraft airbone;
00:12:06:219;726;41,12236976;2,00941373;815,365587661974;11,496094;201,450806;4413;26,75;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,632812;248;-928;-864;1687;18,902;No alert, no SPI, aircraft airbone;
00:12:07:156;727;41,36954181;1,77425736;6278,73332186323;15,753906;285,67749;5073;206;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,0386;No alert, no SPI, aircraft airbone;
00:12:10:242;730;41,12698208;2,01154878;800,124207065441;11,203125;201,505737;4413;26,25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,457031;246;-768;-736;1687;19,0448;No alert, no SPI, aircraft airbone;
00:12:11:188;731;41,37223307;1,78256553;6217,78139023017;15,4375;286,64978;5073;204;39944D;TLJ562N;N/A;0,527;66,973;368;0;364;N/A;N/A;N/A;N/A;1743;67,0386;No alert, no SPI, aircraft airbone;
00:12:14:227;734;41,13160390;2,01365286;784,882853193209;10,910156;201,571655;4413;25,75;3444CF;VLG7479;1018;0;18,984;262;-0,094;252;18,28125;241;-864;-832;1687;18,9185;No alert, no SPI, aircraft airbone;
00:12:15:180;735;41,37490381;1,79090192;6164,44930055458;15,125;287,660522;5073;202,25;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,0441;No alert, no SPI, aircraft airbone;
00:12:18:227;738;41,13622554;2,01574902;762,0215363428;10,617188;201,643066;4413;25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,457031;237;-832;-800;1687;18,9954;No alert, no SPI, aircraft airbone;
00:12:19:195;739;41,37759761;1,79924850;6103,49704293907;14,816406;288,720703;5073;200,25;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,0386;No alert, no SPI, aircraft airbone;
00:12:22:227;742;41,14066367;2,01776641;746,780309513211;10,335938;201,714478;4413;24,5;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,457031;234;-736;-736;1687;19,0723;No alert, no SPI, aircraft airbone;
00:12:23:211;743;41,38029327;1,80755450;6050,16457076371;14,515625;289,824829;5073;198,5;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,0221;No alert, no SPI, aircraft airbone;
00:12:26:227;746;41,14510619;2,01978017;739,159116056748;10,054688;201,791382;4413;24,25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,457031;230;-640;-704;1687;18,9404;No alert, no SPI, aircraft airbone;
00:12:27:219;747;41,38294412;1,81587639;5996,83192366362;14,21875;290,967407;5073;196,75;39944D;TLJ562N;N/A;-0,352;67,148;366;0;366;N/A;N/A;N/A;N/A;1743;67,066;No alert, no SPI, aircraft airbone;
00:12:30:227;750;41,14942657;2,02172523;723,91798684746;9,78125;201,873779;4413;23,75;3444CF;VLG7479;1018;0,176;18,984;246;0;236;18,457031;227;-832;-832;1687;19,0228;No alert, no SPI, aircraft airbone;
00:12:31:234;751;41,38559271;1,82412314;5935,87903656252;13,929688;292,153931;5073;194,75;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,0825;No alert, no SPI, aircraft airbone;
00:12:34:234;754;41,15367369;2,02367194;701,05691777356;9,511719;201,950684;4413;23;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,28125;224;-1024;-1056;1687;19,0283;No alert, no SPI, aircraft airbone;
00:12:35:250;755;41,38825310;1,83245293;5882,54603848513;13,644531;293,400879;5073;193;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,0935;No alert, no SPI, aircraft airbone;
00:12:38:234;758;41,15791104;2,02565197;678,195891832933;9,242188;202,022095;4413;22,25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,28125;222;-1312;-1312;1687;18,9624;No alert, no SPI, aircraft airbone;
00:12:39:266;759;41,39087470;1,84070285;5821,59279241972;13,367188;294,686279;5073;191;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,121;No alert, no SPI, aircraft airbone;
00:12:42:242;762;41,16202896;2,02756377;655,33492282033;8,980469;202,098999;4413;21,5;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;17,929688;220;-1184;-1120;1687;18,891;No alert, no SPI, aircraft airbone;
00:12:43:281;763;41,39350262;1,84905379;5768,2594428584;13,09375;296,037598;5073;189,25;39944D;TLJ562N;N/A;0,352;66,797;364;0;364;N/A;N/A;N/A;N/A;1743;67,1375;No alert, no SPI, aircraft airbone;
00:12:46:242;766;41,16615322;2,02945617;632,473978089169;8,71875;202,18689;4413;20,75;3444CF;VLG7479;1018;0,176;18,809;236;-0,062;224;17,929688;217;-864;-896;1687;18,8141;No alert, no SPI, aircraft airbone;
00:12:47:297;767;41,39617814;1,85729906;5707,30584878195;12,832031;297,449341;5073;187,25;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,1155;No alert, no SPI, aircraft airbone;
00:12:50:242;770;41,17021486;2,03133407;617,233080500737;8,460938;202,27478;4413;20,25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,457031;216;-832;-864;1687;18,8196;No alert, no SPI, aircraft airbone;
00:12:51:320;771;41,39884822;1,86556530;5653,97209110763;12,578125;298,921509;5073;185,5;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,1155;No alert, no SPI, aircraft airbone;
00:12:54:242;774;41,17429172;2,03316436;601,992198552936;8,203125;202,384644;4413;19,75;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,808594;212;-736;-672;1687;18,8251;No alert, no SPI, aircraft airbone;
00:12:55:336;775;41,40144448;1,87378657;5600,63810944464;12,332031;300,432129;5073;183,75;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,1429;No alert, no SPI, aircraft airbone;
00:12:58:250;778;41,17832193;2,03492022;586,751346294768;7,949219;202,516479;4413;19,25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,457031;208;-448;-416;1687;18,913;No alert, no SPI, aircraft airbone;
00:12:59:352;779;41,40406016;1,88204291;5547,30397815816;12,09375;302,01416;5073;182;39944D;TLJ562N;N/A;1,582;67,5;362;0;362;N/A;N/A;N/A;N/A;1743;67,1649;No alert, no SPI, aircraft airbone;
00:13:02:250;782;41,18221329;2,03668065;579,130564100109;7,703125;202,631836;4413;19;3444CF;VLG7479;1018;0,703;18,984;220;0,062;210;18,632812;204;-288;-256;1687;18,847;No alert, no SPI, aircraft airbone;
00:13:03:367;783;41,40667715;1,89030839;5486,34967509191;11,863281;303,662109;5073;180;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,2089;No alert, no SPI, aircraft airbone;
00:13:06:250;786;41,18598112;2,03839660;579,129834950902;7,464844;202,747192;4413;19;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,632812;199;-288;-384;1687;18,9349;No alert, no SPI, aircraft airbone;
00:13:07:391;787;41,40922177;1,89858711;5433,01518323179;11,640625;305,359497;5073;178,25;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,2748;No alert, no SPI, aircraft airbone;
00:13:10:250;790;41,18969857;2,04004133;571,509132141247;7,230469;202,884521;4413;18,75;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,984375;198;-576;-576;1687;18,9459;No alert, no SPI, aircraft airbone;
00:13:11:406;791;41,41175166;1,90688550;5372,0605189763;11,425781;307,122803;5073;176,25;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,3462;No alert, no SPI, aircraft airbone;
00:13:14:273;794;41,19341113;2,04169439;556,268457374536;6,996094;203,027344;4413;18,25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,808594;198;-960;-928;1687;19,0338;No alert, no SPI, aircraft airbone;
00:13:15:453;795;41,41432016;1,91510864;5318,72564464808;11,226562;308,952026;5073;174,5;39944D;TLJ562N;N/A;-1,582;67,324;360;0;362;N/A;N/A;N/A;N/A;1743;67,3956;No alert, no SPI, aircraft airbone;
00:13:18:273;798;41,19711835;2,04335711;533,40781071689;6,761719;203,175659;4413;17,5;3444CF;VLG7479;1018;0;18,984;210;0,031;204;18,808594;198;-1216;-1184;1687;19,1217;No alert, no SPI, aircraft airbone;
00:13:19:477;799;41,41691914;1,92331827;5257,77059525903;11,039062;310,852661;5073;172,5;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,4121;No alert, no SPI, aircraft airbone;
00:13:22:266;802;41,20074352;2,04504752;502,927212984301;6,53125;203,307495;4413;16,5;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,808594;196;-1184;-1248;1687;18,9514;No alert, no SPI, aircraft airbone;
00:13:23:484;803;41,41950689;1,93155012;5204,43537795171;10,863281;312,819214;5073;170,75;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,4121;No alert, no SPI, aircraft airbone;
00:13:26:266;806;41,20437684;2,04672470;480,066634574905;6,300781;203,455811;4413;15,75;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,808594;193;-1024;-1088;1687;18,869;No alert, no SPI, aircraft airbone;
00:13:27:508;808;41,42209177;1,93976609;5143,47997585684;10,699219;314,846191;5073;168,75;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,3737;No alert, no SPI, aircraft airbone;
00:13:30:266;810;41,20795730;2,04835819;464,826084650122;6,074219;203,620605;4413;15,25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,984375;189;-736;-960;1687;19,0613;No alert, no SPI, aircraft airbone;
00:13:31:531;812;41,42475529;1,94790827;5090,14438844379;10,554688;316,939087;5073;167;39944D;TLJ562N;N/A;1,230;66,797;358;0;364;N/A;N/A;N/A;N/A;1743;67,3242;No alert, no SPI, aircraft airbone;
00:13:34:273;814;41,21146392;2,04999378;441,965573661961;5,851562;203,779907;4413;14,5;3444CF;VLG7479;1018;0,176;18,984;198;0,75;192;18,984375;187;-992;-992;1687;19,1656;No alert, no SPI, aircraft airbone;
00:13:35:555;816;41,42738216;1,95605841;5036,80862188619;10,421875;319,081421;5073;165,25;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,2803;No alert, no SPI, aircraft airbone;
00:13:38:273;818;41,21485714;2,05155373;426,725096618757;5,636719;203,955688;4413;14;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,808594;186;-1088;-992;1687;19,0778;No alert, no SPI, aircraft airbone;
00:13:39:578;820;41,42996707;1,96418266;4975,85266018286;10,300781;321,262207;5073;163,25;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,2748;No alert, no SPI, aircraft airbone;
00:13:42:273;822;41,21824690;2,05311853;403,86464146059;5,421875;204,142456;4413;13,25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,808594;186;-1344;-1088;1687;19,0778;No alert, no SPI, aircraft airbone;
00:13:43:602;824;41,43251285;1,97237673;4922,51654040534;10,191406;323,497925;5073;161,5;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,2803;No alert, no SPI, aircraft airbone;
00:13:46:281;826;41,22164174;2,05467207;381,004204257391;5,207031;204,351196;4413;12,5;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,984375;181;-896;-768;1687;18,9075;No alert, no SPI, aircraft airbone;
00:13:47:625;828;41,43507278;1,98047860;4853,94021802582;10,097656;325,761108;5073;159,25;39944D;TLJ562N;N/A;0,527;67,852;354;0;360;N/A;N/A;N/A;N/A;1743;67,3077;No alert, no SPI, aircraft airbone;
00:13:50:281;830;41,22492725;2,05613949;365,763796039857;5;204,587402;4413;12;3444CF;VLG7479;1018;0,352;19,160;184;0,312;178;18,984375;174;-928;-768;1687;19,314;No alert, no SPI, aircraft airbone;
00:13:51:656;832;41,43757093;1,98863790;4792,98372344673;10,015625;328,062744;5073;157,25;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,3627;No alert, no SPI, aircraft airbone;
00:13:54:289;834;41,22807194;2,05759597;342,903430224396;4,800781;204,807129;4413;11,25;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,984375;168;-864;-832;1687;19,3469;No alert, no SPI, aircraft airbone;
00:13:55:680;836;41,44010125;1,99668034;4732,02703026868;9,953125;330,375366;5073;155,25;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,4176;No alert, no SPI, aircraft airbone;
00:13:58:289;838;41,23115647;2,05903111;327,663089211099;4,605469;205,037842;4413;10,75;3444CF;VLG7479;1018;N/A;N/A;N/A;N/A;N/A;18,984375;163;-864;-800;1687;19,3799;No alert, no SPI, aircraft airbone;
00:13:59:711;840;41,44258078;2,00477588;4671,07016640808;9,902344;332,715454;5073;153,25;39944D;TLJ562N;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1743;67,4341;No alert, no SPI, aircraft airbone;
